ID;estu_tipodocumento;cole_area_ubicacion;cole_bilingue;cole_depto_ubicacion;cole_genero;cole_jornada;cole_naturaleza;estu_genero;estu_nacionalidad;fami_cuartoshogar;fami_educacionmadre;fami_educacionpadre;fami_estratovivienda;fami_personashogar;fami_tieneautomovil;fami_tienecomputador;fami_tieneinternet;fami_tienelavadora;desemp_ingles;Respuesta
2342;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;Si;No;Si;A1;punt_sociales_ciudadanas
2343;TI;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;No;Si;No;A1;punt_sociales_ciudadanas
2344;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;Si;Si;Si;B+;punt_matematicas
2345;TI;URBANO;;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;3 a 4;No;Si;Si;Si;A-;punt_ingles
2346;TI;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;Postgrado;Estrato 4;3 a 4;Si;Si;Si;Si;A1;punt_sociales_ciudadanas
2347;CC;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Educacion profesional incompleta;Estrato 3;9 o mas;No;No;Si;Si;A-;punt_ingles
2348;TI;URBANO;N;Region Andina;MIXTO;NOCHE;NO OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;No sabe;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_sociales_ciudadanas
2349;CC;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Cuatro;;Secundaria (Bachillerato) completa;;3 a 4;Si;Si;;Si;A2;punt_c_naturales
2350;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica incompleta;Tecnica o tecnologica completa;Estrato 1;3 a 4;No;Si;Si;Si;A-;punt_sociales_ciudadanas
2351;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;5 a 6;Si;Si;Si;Si;B+;punt_c_naturales
2352;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;B1;punt_sociales_ciudadanas
2353;TI;URBANO;N;;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Cuatro;Educacion profesional incompleta;No sabe;Estrato 3;3 a 4;No;Si;Si;Si;A1;punt_c_naturales
2354;CC;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Primaria completa;Primaria incompleta;Estrato 3;3 a 4;No;Si;Si;Si;A-;punt_matematicas
2355;TI;RURAL;;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Seis o mas;Primaria incompleta;Primaria incompleta;Estrato 2;9 o mas;No;No;No;Si;A-;punt_ingles
2356;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;Si;Si;A1;punt_ingles
2357;TI;URBANO;N;Region Pacifica;FEMENINO;MANANA;OFICIAL;F;COLOMBIA;;;;;;;;;;A1;punt_ingles
2358;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 2;3 a 4;Si;No;Si;Si;A1;punt_sociales_ciudadanas
2359;TI;URBANO;N;Region Caribe;MIXTO;NOCHE;NO OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Ninguno;Sin Estrato;9 o mas;Si;No;No;No;A-;punt_sociales_ciudadanas
2360;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Cinco;Primaria incompleta;Primaria incompleta;Estrato 1;7 a 8;No;No;No;No;A-;punt_sociales_ciudadanas
2361;CC;URBANO;;Region Andina;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;Si;Si;Si;A-;punt_ingles
2362;CC;URBANO;;Region Andina;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Tres;Ninguno;Ninguno;Estrato 1;5 a 6;No;No;No;No;A-;punt_matematicas
2363;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Estrato 3;3 a 4;No;Si;Si;Si;A2;punt_matematicas
2364;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 1;3 a 4;No;Si;No;No;A-;punt_ingles
2365;TI;URBANO;;;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Tres;Educacion profesional completa;Educacion profesional completa;Estrato 4;3 a 4;Si;Si;Si;Si;B1;punt_matematicas
2366;CC;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Uno;Primaria incompleta;Primaria incompleta;Estrato 1;1 a 2;No;No;No;Si;A1;punt_sociales_ciudadanas
2367;TI;URBANO;;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;;;;5 a 6;No;No;;Si;A2;punt_ingles
2368;CC;URBANO;N;Region Pacifica;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Cinco;Primaria incompleta;No sabe;Estrato 1;7 a 8;No;No;No;No;A-;punt_sociales_ciudadanas
2369;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;No;Si;Si;A2;punt_sociales_ciudadanas
2370;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 3;3 a 4;Si;Si;Si;Si;A1;punt_c_naturales
2371;TI;URBANO;;Region Pacifica;MIXTO;SABATINA;NO OFICIAL;F;COLOMBIA;Dos;;;;1 a 2;Si;No;;No;A-;punt_ingles
2372;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_sociales_ciudadanas
2373;TI;RURAL;N;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Dos;Primaria completa;Primaria completa;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_matematicas
2374;TI;URBANO;N;Region Caribe;FEMENINO;MANANA;NO OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;Si;Si;No;B1;punt_matematicas
2375;TI;URBANO;;Region Caribe;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Dos;Educacion profesional completa;Educacion profesional completa;Estrato 2;3 a 4;No;Si;Si;No;A1;punt_ingles
2376;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;No;Si;Si;A2;punt_lectura_critica
2377;CC;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Cinco;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 3;5 a 6;No;Si;Si;Si;A-;punt_ingles
2378;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;Si;No;Si;Si;A1;punt_sociales_ciudadanas
2379;TI;RURAL;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;Si;Si;Si;A1;punt_matematicas
2380;TI;URBANO;;Region Orinoquia;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;5 a 6;No;No;No;Si;A-;punt_sociales_ciudadanas
2381;TI;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;No;Si;Si;A-;punt_ingles
2382;CC;RURAL;N;Region Andina;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Seis o mas;Ninguno;Secundaria (Bachillerato) incompleta;Sin Estrato;9 o mas;No;Si;Si;No;A-;punt_matematicas
2383;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Tres;Primaria completa;Primaria completa;;5 a 6;No;No;Si;Si;A2;punt_ingles
2384;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 3;5 a 6;No;Si;Si;Si;A2;punt_ingles
2385;TI;URBANO;N;;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Si;No;Si;Si;A2;punt_lectura_critica
2386;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Ninguno;No sabe;Estrato 1;3 a 4;No;No;No;No;A1;punt_sociales_ciudadanas
2387;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;;;;3 a 4;No;Si;;Si;A2;punt_ingles
2388;TI;RURAL;S;Region Amazonia;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Cinco;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;5 a 6;No;Si;No;No;A1;punt_lectura_critica
2389;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;No;Si;Si;A1;punt_lectura_critica
2390;TI;RURAL;;Region Andina;MIXTO;COMPLETA;OFICIAL;F;COLOMBIA;Dos;Ninguno;Primaria incompleta;Estrato 1;3 a 4;No;No;No;No;A-;punt_sociales_ciudadanas
2391;TI;URBANO;N;Region Amazonia;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Postgrado;Educacion profesional completa;Estrato 3;3 a 4;Si;Si;Si;Si;A1;punt_ingles
2392;Otros;URBANO;N;Region Caribe;MIXTO;NOCHE;OFICIAL;M;VENEZUELA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Sin Estrato;3 a 4;No;Si;Si;Si;A1;punt_matematicas
2393;TI;RURAL;;Region Pacifica;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Cuatro;Primaria incompleta;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;No;No;No;A-;punt_ingles
2394;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;No sabe;No sabe;Estrato 2;3 a 4;No;No;No;No;B1;punt_lectura_critica
2395;TI;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;F;COLOMBIA;Dos;Primaria completa;Primaria incompleta;Estrato 5;1 a 2;No;Si;Si;Si;A-;punt_lectura_critica
2396;TI;URBANO;;Region Caribe;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Cuatro;Primaria incompleta;Primaria incompleta;Estrato 1;9 o mas;No;Si;Si;Si;A1;punt_c_naturales
2397;TI;RURAL;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;;;;3 a 4;No;No;;Si;A1;punt_c_naturales
2398;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Cuatro;Educacion profesional incompleta;Tecnica o tecnologica completa;Estrato 3;5 a 6;Si;Si;Si;Si;A1;punt_ingles
2399;Otros;URBANO;N;Region Andina;MIXTO;TARDE;OFICIAL;M;VENEZUELA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 3;5 a 6;No;No;Si;No;A1;punt_ingles
2400;TI;RURAL;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cuatro;Primaria incompleta;Primaria completa;Sin Estrato;3 a 4;No;No;Si;Si;A-;punt_sociales_ciudadanas
2401;CC;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Tecnica o tecnologica incompleta;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_sociales_ciudadanas
2402;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 4;;;;Si;;B1;punt_matematicas
2403;TI;URBANO;;Region Caribe;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Cuatro;Educacion profesional completa;Educacion profesional completa;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_matematicas
2404;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 4;3 a 4;Si;Si;Si;Si;B1;punt_sociales_ciudadanas
2405;CC;RURAL;N;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;No;No;Si;A-;punt_lectura_critica
2406;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Educacion profesional completa;Secundaria (Bachillerato) completa;Estrato 2;7 a 8;No;No;Si;Si;A1;punt_sociales_ciudadanas
2407;TI;RURAL;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 2;5 a 6;Si;Si;Si;Si;A2;punt_sociales_ciudadanas
2408;TI;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;M;COLOMBIA;Dos;Educacion profesional completa;Postgrado;Estrato 4;3 a 4;No;Si;Si;Si;A1;punt_sociales_ciudadanas
2409;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Educacion profesional completa;Secundaria (Bachillerato) completa;Estrato 3;5 a 6;Si;Si;Si;Si;A1;punt_ingles
2410;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;;;;3 a 4;No;Si;;Si;A2;punt_ingles
2411;Otros;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Primaria incompleta;Primaria incompleta;Estrato 1;5 a 6;No;No;No;No;A-;punt_matematicas
2412;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Educacion profesional completa;Estrato 1;3 a 4;Si;Si;Si;Si;A1;punt_sociales_ciudadanas
2413;TI;URBANO;;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Tecnica o tecnologica completa;Estrato 2;3 a 4;No;No;No;Si;A1;punt_ingles
2414;TI;URBANO;N;Region Andina;MIXTO;COMPLETA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;5 a 6;No;No;No;Si;A-;punt_c_naturales
2415;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;;Primaria incompleta;Primaria incompleta;Estrato 1;;;;No;;A-;punt_matematicas
2416;TI;URBANO;;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 2;5 a 6;No;Si;Si;Si;A1;punt_sociales_ciudadanas
2417;TI;URBANO;N;;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;Si;No;Si;A1;punt_sociales_ciudadanas
2418;TI;RURAL;;Region Caribe;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;Primaria incompleta;Estrato 1;3 a 4;No;No;No;Si;A-;punt_matematicas
2419;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;No;Si;Si;Si;A-;punt_ingles
2420;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica completa;No sabe;Estrato 2;1 a 2;No;Si;Si;Si;A1;punt_c_naturales
2421;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Tecnica o tecnologica completa;Tecnica o tecnologica completa;Estrato 3;5 a 6;Si;Si;Si;Si;A-;punt_sociales_ciudadanas
2422;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Cuatro;Secundaria (Bachillerato) incompleta;Primaria incompleta;Estrato 3;7 a 8;No;Si;Si;Si;A-;punt_ingles
2423;CC;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;1 a 2;;No;No;No;A-;punt_ingles
2424;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 3;3 a 4;No;Si;Si;Si;B1;punt_c_naturales
2425;TI;URBANO;N;Region Orinoquia;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 5;3 a 4;Si;Si;Si;Si;A1;punt_lectura_critica
2426;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;No sabe;Estrato 2;5 a 6;Si;No;Si;Si;A2;punt_c_naturales
2427;TI;URBANO;N;Region Pacifica;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Primaria completa;Primaria completa;Estrato 1;3 a 4;No;Si;Si;No;A1;punt_lectura_critica
2428;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;Si;Si;Si;Si;A1;punt_matematicas
2429;TI;URBANO;N;Region Caribe;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Dos;Tecnica o tecnologica incompleta;No sabe;Estrato 3;3 a 4;Si;Si;Si;Si;A1;punt_c_naturales
2430;Otros;URBANO;;Region Caribe;FEMENINO;MANANA;OFICIAL;F;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;No;Si;No;A-;punt_sociales_ciudadanas
2431;TI;RURAL;N;Region Andina;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Dos;Primaria incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;No;No;Si;Si;A-;punt_sociales_ciudadanas
2432;TI;URBANO;N;Region Orinoquia;MIXTO;TARDE;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;No sabe;Estrato 3;3 a 4;No;Si;Si;Si;A1;punt_sociales_ciudadanas
2433;CC;URBANO;;Region Amazonia;MIXTO;SABATINA;NO OFICIAL;F;COLOMBIA;Seis o mas;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 3;5 a 6;Si;Si;Si;Si;A-;punt_ingles
2434;TI;URBANO;;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;3 a 4;No;No;No;Si;A-;punt_ingles
2435;TI;RURAL;;Region Pacifica;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Uno;Educacion profesional completa;Primaria completa;Sin Estrato;3 a 4;No;No;No;No;;punt_matematicas
2436;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica completa;Primaria incompleta;Estrato 1;3 a 4;No;No;Si;Si;A-;punt_ingles
2437;TI;URBANO;N;Region Caribe;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Dos;Educacion profesional completa;Secundaria (Bachillerato) completa;Estrato 2;1 a 2;No;No;Si;Si;A-;punt_c_naturales
2438;TI;URBANO;N;Region Pacifica;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Cinco;Tecnica o tecnologica completa;No sabe;Estrato 2;5 a 6;Si;Si;Si;No;B1;punt_sociales_ciudadanas
2439;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Educacion profesional completa;Educacion profesional completa;Estrato 1;3 a 4;No;Si;Si;Si;B1;punt_c_naturales
2440;CC;URBANO;N;Region Andina;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Uno;Primaria incompleta;Primaria incompleta;Estrato 3;1 a 2;No;No;No;No;A-;punt_sociales_ciudadanas
2441;CC;RURAL;N;Region Pacifica;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 2;3 a 4;No;No;No;Si;A-;punt_ingles
2442;TI;URBANO;N;Region Andina;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Dos;Postgrado;Postgrado;Estrato 6;3 a 4;Si;Si;Si;Si;B1;punt_sociales_ciudadanas
2443;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;Tecnica o tecnologica completa;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_ingles
2444;CC;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Seis o mas;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) incompleta;Estrato 1;5 a 6;No;Si;Si;Si;A-;punt_matematicas
2445;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 1;1 a 2;No;Si;No;Si;A1;punt_sociales_ciudadanas
2446;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) completa;Secundaria (Bachillerato) completa;Estrato 1;3 a 4;No;Si;Si;Si;A2;punt_sociales_ciudadanas
2447;CC;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 2;3 a 4;Si;Si;Si;Si;A-;punt_sociales_ciudadanas
2448;TI;URBANO;N;Region Pacifica;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Primaria completa;Secundaria (Bachillerato) incompleta;Estrato 4;3 a 4;No;No;No;No;A-;punt_lectura_critica
2449;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Primaria completa;Primaria completa;Estrato 2;3 a 4;No;Si;Si;Si;A-;punt_ingles
2450;TI;URBANO;N;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica incompleta;Tecnica o tecnologica completa;Estrato 2;3 a 4;No;Si;No;Si;A-;punt_lectura_critica
2451;CC;RURAL;N;Region Orinoquia;MIXTO;SABATINA;OFICIAL;F;COLOMBIA;Dos;Secundaria (Bachillerato) incompleta;Secundaria (Bachillerato) incompleta;Estrato 1;3 a 4;No;No;Si;Si;A-;punt_matematicas
2452;TI;URBANO;N;Region Pacifica;MIXTO;MANANA;OFICIAL;F;COLOMBIA;;;;;;;;;;A-;punt_c_naturales
2453;CC;URBANO;N;Region Andina;MIXTO;NOCHE;OFICIAL;F;COLOMBIA;Tres;Primaria incompleta;Primaria incompleta;Estrato 1;7 a 8;No;Si;No;No;A-;punt_matematicas
2454;TI;URBANO;N;Region Andina;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Uno;Tecnica o tecnologica completa;No sabe;Estrato 2;1 a 2;No;Si;Si;Si;A2;punt_c_naturales
2455;TI;URBANO;N;Region Andina;MIXTO;MANANA;NO OFICIAL;F;COLOMBIA;Tres;;;;3 a 4;Si;Si;;Si;B1;punt_sociales_ciudadanas
2456;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Tres;Educacion profesional completa;Educacion profesional completa;Estrato 3;3 a 4;No;Si;Si;Si;A2;punt_sociales_ciudadanas
2457;CC;URBANO;N;Region Andina;MIXTO;MANANA;NO OFICIAL;M;COLOMBIA;Dos;Secundaria (Bachillerato) completa;No sabe;Estrato 3;1 a 2;No;No;Si;Si;A2;punt_lectura_critica
2458;TI;URBANO;N;;FEMENINO;NOCHE;OFICIAL;F;COLOMBIA;Tres;;;;5 a 6;No;Si;;Si;A-;punt_sociales_ciudadanas
2459;CC;URBANO;N;Region Caribe;MIXTO;NOCHE;OFICIAL;M;COLOMBIA;Uno;Secundaria (Bachillerato) incompleta;Tecnica o tecnologica completa;Estrato 2;5 a 6;No;No;No;No;A-;punt_ingles
2460;TI;URBANO;N;Region Andina;MASCULINO;COMPLETA;NO OFICIAL;F;COLOMBIA;Tres;Postgrado;Postgrado;Estrato 5;3 a 4;Si;Si;Si;Si;B+;punt_sociales_ciudadanas
2461;TI;RURAL;N;Region Andina;MIXTO;UNICA;OFICIAL;F;COLOMBIA;Cuatro;Tecnica o tecnologica completa;Secundaria (Bachillerato) incompleta;Estrato 2;5 a 6;No;Si;Si;Si;A1;punt_c_naturales
2462;TI;URBANO;N;Region Andina;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Educacion profesional completa;Postgrado;Sin Estrato;3 a 4;No;Si;Si;Si;A-;punt_c_naturales
2463;TI;URBANO;N;;MIXTO;MANANA;OFICIAL;M;COLOMBIA;Dos;Tecnica o tecnologica incompleta;Secundaria (Bachillerato) completa;Estrato 2;3 a 4;No;No;Si;No;A-;punt_ingles
2464;TI;URBANO;;Region Caribe;MIXTO;UNICA;OFICIAL;M;COLOMBIA;Tres;Secundaria (Bachillerato) completa;Primaria completa;Estrato 2;5 a 6;No;Si;Si;Si;B1;punt_sociales_ciudadanas
2465;TI;URBANO;N;;MIXTO;COMPLETA;NO OFICIAL;M;COLOMBIA;Tres;No sabe;No sabe;Estrato 2;3 a 4;No;Si;Si;Si;A2;punt_ingles
2466;TI;URBANO;N;Region Caribe;MIXTO;MANANA;OFICIAL;F;COLOMBIA;Uno;Secundaria (Bachillerato) completa;Primaria incompleta;Estrato 2;1 a 2;No;No;No;Si;A1;punt_c_naturales
